First Name,Middle Name,Last Name,Suffix,DOB,SSN,Gender,DL State,DL Number,House Number,Street Address,Apartment,City,State,Zip,Zip4,Phone Number,#Phone Numbers,Address Finder,Current Address Match,Discovered Drivers,Driving Experience,Email,HSI Score,HSI Description,IID Indicator,Length Of Residency,Marital Status,Own/Rent Indicator,Parking Type,Parking Capacity,Watercraft,Number of ADD Selected subjects,ADD First Name1,ADD Last Name1,ADD First Name2,ADD Last Name2,ADD First Name3,ADD Last Name3,ADD First Name4,ADD Last Name4,ADD First Name5,ADD Last Name5, Number of CC Selected subjects,CC First Name1,CC Last Name1,CC First Name2,CC Last Name2,CC First Name3,CC Last Name3,CC First Name4,CC Last Name4,CC First Name5,CC Last Name5,Number of CC selected vehicles,Number of VIN Report selected vehicles
MARC,ALLEN,GLANTZ,,12/16/1975,666344499,Male,AK,7150725,,PO BOX 201828,,ANCHORAGE,AK,99520,1828,9072237721,2,X,,1,363,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,1,DOROTHY,WUMGAY,,,,,,,,,3,MARC,GLANTZ,DOROTHY,WUMGAY,BRIAN,GLANTZ,,,,,3,4
SEMRAD,,WHITE,,4/4/1952,666548268,Male,AK,7074698,,PO BOX 210593,,ANCHORAGE,AK,99521,593,9072278728,2,X,,0,647,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,22,SEMRAD,WHITE,JAMIN,WHITE,MARYLOU,WHITE,SIGNE,WHITE,JERRY,WHITE,11,14
DANNY,,REED,,5/16/1934,666537180,Male,AK,6763310,,PO BOX 232736,,ANCHORAGE,AK,99523,2736,9072008665,2,X,,0,861,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,2,DANNY,REED,GREG,REED,,,,,,,2,2
THOMAS,N,NICHOLS,,7/19/1959,666310014,Male,AK,5047580,,PO BOX 2763,,ANCHORAGE,AK,99510,,9072291974,2,X,,0,560,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,THOMAS,NICHOLS,SHQIPE,HAGIGLI,TERRY,NICHOLS,,,,,5,5
CHARLES,T,HICKS,SR,9/30/1969,666043695,Male,AK,6922820,,PO BOX 90703,,ANCHORAGE,AK,99509,703,9072006231,2,X,,0,438,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,CHARLES,HICKS,GREGORY,HICKS,BRISTOL,XUGRIN,,,,,3,4
AMY,LYNNE,BASKIN,,11/30/1951,666308340,Female,AK,6745391,,PO BOX 91917,,ANCHORAGE,AK,99509,1917,9072000958,2,X,,0,652,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,AMY,BASKIN,LISA,BASKIN,SAM,FEDTAR,,,,,3,3
WILLIAM,J,LOONEY,,10/14/1940,666529785,Male,AK,6377426,3741,PTARMIGAN TER,,ANCHORAGE,AK,99516,4057,9072294543,2,X,TRUE,2,785,1,5,PROBABLE PROP OWNER EVER,Y,785,S,N,GARAGE,2,,2,MATTHEW,LOONEY,VICTOR,LOONEY,,,,,,,3,WILLIAM,LOONEY,VICTOR,LOONEY,MATTHEW,LOONEY,,,,,3,3
J,C,COLEEN,,8/5/1943,666629205,Male,AK,7080574,8051,RABBIT CREEK RD,,ANCHORAGE,AK,99516,3864,9072097099,2,X,TRUE,1,751,1,5,PROBABLE PROP OWNER EVER,Y,751,W,N,GARAGE,2,,1,LULA,COLEEN,,,,,,,,,2,J,COLEEN,LULA,COLEEN,,,,,,,2,2
MICHELLE,N,BEEKS,,2/19/1964,666570303,Female,AK,6633235,4100,RABBIT CREEK RD,,ANCHORAGE,AK,99516,4039,9072270853,2,X,TRUE,1,505,1,6,CURRENT HOMEOWNER,,505,S,Y,GARAGE,1,,1,JASON,MAQNEN,,,,,,,,,2,MICHELLE,BEEKS,JASON,MAQNEN,,,,,,,2,2
DOUGLAS,R,HONORATO,,10/5/1962,990501934,Male,AK,7646266,2231,RADIANT CIR,,ANCHORAGE,AK,99501,5723,9072299793,1,,TRUE,0,486,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
KATHLEEN,A,BOHNE,,3/4/1929,666309654,Female,AK,7074005,3958,REKA DR,A4,ANCHORAGE,AK,99508,3541,9072233296,2,X,TRUE,1,924,1,,UNKNOWN (SUBJECT FOUND PERSON ,,924,S,,,0,,1,RONNIE,BOHNE,,,,,,,,,2,KATHLEEN,BOHNE,RONNIE,BOHNE,,,,,,,2,3
RANDALL,,CONNELL,,1/5/1930,666735663,Male,AK,6485134,4545,REKA DR,19,ANCHORAGE,AK,99508,6012,9072274389,2,X,TRUE,1,914,1,5,PROBABLE PROP OWNER EVER,,914,S,N,,0,,1,BARTON,CONNELL,,,,,,,,,2,RANDALL,CONNELL,BARTON,CONNELL,,,,,,,3,4
BISHOP,,KEMBLE,,1/1/1950,666051390,Male,AK,6268656,10349,RIDGE PARK DR,,ANCHORAGE,AK,99507,7316,9072003706,2,X,TRUE,1,674,1,6,CURRENT HOMEOWNER,Y,674,S,Y,,0,,1,RICHARD,BELIIN,,,,,,,,,2,BISHOP,KEMBLE,RICHARD,BELIIN,,,,,,,2,2
STEVEN,L,JOHNSON,,12/12/1925,666252543,Male,AK,415625,11101,ROCKRIDGE DR,,ANCHORAGE,AK,99516,1899,9072290304,2,X,TRUE,2,963,1,5,PROBABLE PROP OWNER EVER,,963,S,N,,0,,2,BOB,JOHNSON,PHUONG,JOHNSON,,,,,,,3,STEVEN,JOHNSON,BOB,JOHNSON,PHUONG,JOHNSON,,,,,4,3
MIKE,SSN,MARTINEZ,,8/30/1958,666011148,Male,AK,5857720,10901,ROCKRIDGE DR,,ANCHORAGE,AK,99516,1841,9072271085,5,X,TRUE,2,571,1,5,PROBABLE PROP OWNER EVER,,570,M,N,GARAGE,2,,2,MARY,MARTINEZ,IRIS,FREGWER,,,,,,,6,MIKE,MARTINEZ,MARY,MARTINEZ,IRIS,FREGWER,MIKE,MARTINEZ,MARY,MARTINEZ,3,3
BRANDON,W,KOTSELAS,,3/4/1967,666199524,Male,AK,6816150,2932,ROSE ST,,ANCHORAGE,AK,99508,4742,9072004150,2,X,TRUE,1,468,1,3,FAMILY OWNED,,468,S,Y,GARAGE,2,,1,HYUN,WUN,,,,,,,,,4,BRANDON,KOTSELAS,HYUN,WUN,BRANDON,KOTSELAS,HYUN,WUN,,,3,4
LOWELL,,BUTTERFIELD,,1/1/1959,666273519,Male,AK,7133911,1311,SAINT GOTTHARD AVE,,ANCHORAGE,AK,99508,5030,9072237109,2,X,TRUE,1,566,1,6,CURRENT HOMEOWNER,,566,S,Y,GARAGE,2,,1,WENDY,BUTTERFIELD,,,,,,,,,2,LOWELL,BUTTERFIELD,WENDY,BUTTERFIELD,,,,,,,2,2
HEATHER,,BEST,,6/8/1965,666259545,Female,AK,6875121,10127,SALIX CIR,,ANCHORAGE,AK,99507,4137,9072096247,2,X,TRUE,2,489,1,5,PROBABLE PROP OWNER EVER,,489,M,N,,0,,2,STEVEN,BEST,STANLEY,XESSR,,,,,,,3,HEATHER,BEST,STANLEY,XESSR,STEVEN,BEST,,,,,3,4
LORI,,BOYLE,,1/1/1957,666606204,Female,AK,7199949,4423,SAN ERNESTO AVE,301B,ANCHORAGE,AK,99508,2814,9072236849,2,X,TRUE,2,590,1,5,PROBABLE PROP OWNER EVER,,590,S,N,,0,,2,NOOR,BOYLE,ALBERTO,HUYIM,,,,,,,6,LORI,BOYLE,ALBERTO,HUYIM,NOOR,BOYLE,LORI,BOYLE,ALBERTO,HUYIM,4,5
BRETT,A,COREY,,1/1/1966,666644697,Male,AK,7042020,3340,SEAWIND DR,,ANCHORAGE,AK,99516,3492,9072004358,2,X,TRUE,10,482,1,5,PROBABLE PROP OWNER EVER,,482,S,N,GARAGE,2,,10,ASHTON,COREY,BEVERLY,COREY,CLAIRE,COREY,DESMOND,COREY,DONNA,COREY,11,BRETT,COREY,PAUL,COREY,MILO,COREY,ASHTON,COREY,SUSAN,COREY,11,13
JAMES,M,BURT,,2/28/1978,666355980,Male,AK,6525487,3424,SHERRIE ST,,ANCHORAGE,AK,99504,4064,9072097699,2,X,TRUE,1,337,1,,UNKNOWN (SUBJECT FOUND PERSON ,,336,M,,,0,,1,JEAN,TABWAR,,,,,,,,,2,JAMES,BURT,JEAN,TABWAR,,,,,,,2,2
DALAHA,D,BRODERICK,,4/25/1958,666121494,Female,AK,1006411,1635,SITKA ST,101,ANCHORAGE,AK,99501,5771,9072008151,2,X,TRUE,2,575,1,5,PROBABLE PROP OWNER EVER,,574,S,N,,0,,2,DIANNE,BRODERICK,JAMES,BRODERICK,,,,,,,3,DALAHA,BRODERICK,DIANNE,BRODERICK,JAMES,BRODERICK,,,,,3,3
DONALD,J,ANDRES,,8/4/1940,666553122,Male,AK,6698819,2021,SOLSTICE CIR,,ANCHORAGE,AK,99503,1740,9072090961,2,X,TRUE,1,787,1,4,POSSIBLE PROPERTY OWNER,Y,787,S,Y,GARAGE,2,,1,BENJAMIN,CREUME,,,,,,,,,2,DONALD,ANDRES,BENJAMIN,CREUME,,,,,,,3,2
LESLIE,S,KEHINDE,,12/26/1950,990502303,Male,AK,7548210,4225,SPENARD RD,109,ANCHORAGE,AK,99517,2905,9072300414,1,,TRUE,0,666,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
SERENA,ANN,REMLEY,,4/8/1972,666538629,Female,AK,6959800,3407,SPENARD RD,34,ANCHORAGE,AK,99503,4586,9072278736,2,X,TRUE,10,407,1,,DATA INTEGRITY (PUBLIC RECORDS,,407,M,,,0,,10,BRENDA,REMLEY,CHRIS,REMLEY,DARREN,REMLEY,DON,REMLEY,JOSEPHINE,REMLEY,11,SERENA,REMLEY,SHANNON,REMLEY,CHRIS,REMLEY,WENDY,REMLEY,MELANIE,REMLEY,11,13
SHERRY,,RAMSDEN,,12/24/1948,666412755,Female,AK,6840100,8754,SPRUCE BROOK ST,,ANCHORAGE,AK,99507,4932,9072279362,2,X,TRUE,3,687,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,686,U,,GARAGE,4,,3,DAPHNE,RAMSDEN,SHAWNA,RAMSDEN,CLYDE,WUN,,,,,4,SHERRY,RAMSDEN,SHAWNA,RAMSDEN,CLYDE,WUN,DAPHNE,RAMSDEN,,,4,4
LISA,GAYLE,DEVONY,,8/31/1953,666612501,Female,AK,1073033,8320,SPRUCE ST,,ANCHORAGE,AK,99507,3243,9072236519,2,X,TRUE,1,631,1,5,PROBABLE PROP OWNER EVER,,630,S,N,GARAGE,2,,1,DALONNA,DEVONY,,,,,,,,,2,LISA,DEVONY,DALONNA,DEVONY,,,,,,,2,3
BRYAN,K,BINGHAM,,12/4/1963,666192453,Male,AK,6573102,6611,STELLA PL,,ANCHORAGE,AK,99507,2143,9072004757,2,X,TRUE,2,507,1,3,FAMILY OWNED,,507,W,Y,,0,,2,PAUL,BINGHAM,REGINA,DRLONAKER,,,,,,,3,BRYAN,BINGHAM,REGINA,DRLONAKER,PAUL,BINGHAM,,,,,6,6
CHRIS,,REEDER,,10/16/1944,666274560,Male,AK,7118141,8341,SUMMERSET DR,,ANCHORAGE,AK,99518,2927,9072006740,0,X,,2,737,0,,UNKNOWN (SUBJECT FOUND PERSON ,,0,S,,,0,,2,BETTYE,REEDER,JANET,REEDER,,,,,,,3,CHRIS,REEDER,BETTYE,REEDER,JANET,REEDER,,,,,3,4
CHUANP,,BAKER,,12/8/1968,666018609,Male,AK,6520734,11810,SUNCREST DR,,ANCHORAGE,AK,99515,3127,9072007100,2,X,TRUE,2,447,1,2,OWNED BY ANOTHER,,447,W,N,,0,,2,WILLIAM,BAKER,MARTIN,VENAR,,,,,,,7,CHUANP,BAKER,WILLIAM,BAKER,MARTIN,VENAR,CHUANP,BAKER,MARTIN,VENAR,5,6
MICHAEL,JAMES,SPRANG,,3/15/1968,666320991,Male,AK,5774502,13680,SUNSET ST,,ANCHORAGE,AK,99515,,9072270652,2,X,TRUE,2,456,1,,DATA INTEGRITY (PUBLIC RECORDS,,456,W,,,0,,2,CRYSTAL,SPRANG,DIANA,CHAUHER,,,,,,,3,MICHAEL,SPRANG,DIANA,CHAUHER,CRYSTAL,SPRANG,,,,,4,4
JOHN,SYDNEY,BOXBERGER,,3/12/1961,666276300,Male,AK,5861481,106,SWEETGALE CT,,ANCHORAGE,AK,99518,2241,9072230733,2,X,TRUE,1,540,1,5,PROBABLE PROP OWNER EVER,,540,S,N,,0,,1,PAUL,BOXBERGER,,,,,,,,,6,JOHN,BOXBERGER,PAUL,BOXBERGER,JOHN,BOXBERGER,PAUL,BOXBERGER,JOHN,BOXBERGER,5,5
DONALD,M,BAUDOM,,11/2/1958,666636000,Male,AK,6460883,3826,SYCAMORE LOOP,,ANCHORAGE,AK,99504,4774,9072090986,2,X,TRUE,1,568,1,5,PROBABLE PROP OWNER EVER,,568,S,N,CARPORT,1,,1,JOSH,BAUDOM,,,,,,,,,2,DONALD,BAUDOM,JOSH,BAUDOM,,,,,,,2,3
CRAIG,L,NAVIA,,10/25/1951,666693423,Male,AK,6849698,3922,SYCAMORE LOOP,,ANCHORAGE,AK,99504,4768,9072007781,2,X,TRUE,1,653,1,6,CURRENT HOMEOWNER,,652,S,Y,,0,,1,ZACHERY,NAVIA,,,,,,,,,2,CRAIG,NAVIA,ZACHERY,NAVIA,,,,,,,3,3
MERLE,D,BAXLEY,,10/28/1956,666265086,Male,AK,7248654,1621,TAMMY AVE,,ANCHORAGE,AK,99515,3843,9072270063,2,X,TRUE,1,593,1,6,CURRENT HOMEOWNER,Y,592,W,Y,GARAGE,1,,1,WILLARD,LIGGUDAY,,,,,,,,,2,MERLE,BAXLEY,WILLARD,LIGGUDAY,,,,,,,5,5
LYNDEN,,ROSSBACH,,9/13/1972,666079794,Male,AK,7127899,3521,TANGLEWOOD PL,,ANCHORAGE,AK,99517,1581,9072237342,2,X,TRUE,2,402,1,5,PROBABLE PROP OWNER EVER,,402,M,N,GARAGE,2,,2,MARY,ROSSBACH,ROBERT,LADMENDEZ,,,,,,,3,LYNDEN,ROSSBACH,ROBERT,LADMENDEZ,MARY,ROSSBACH,,,,,3,4
EARNEST,,FLEMING,,12/24/1962,666174294,Male,AK,6546149,3237,TAYSHEE CIR,,ANCHORAGE,AK,99504,3951,9072092106,2,X,TRUE,2,519,1,,UNKNOWN (SUBJECT FOUND PERSON ,,518,S,,GARAGE,1,,2,KAREN,FLEMING,JAZELLE,MUGGI,,,,,,,3,EARNEST,FLEMING,JAZELLE,MUGGI,KAREN,FLEMING,,,,,3,4
KENNETH,J,XHEMAIL,,5/29/1968,990503389,Male,AK,7881764,1770,THUJA AVE,,ANCHORAGE,AK,99507,4123,9072300336,1,,TRUE,0,426,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JEN,K,ULATE,,1/1/1956,666277611,Male,AK,6848209,7421,TYONE CT,,ANCHORAGE,AK,99504,3531,9072099302,2,X,TRUE,1,602,1,5,PROBABLE PROP OWNER EVER,,602,S,N,GARAGE,2,,1,DENIS,NADY,,,,,,,,,2,JEN,ULATE,DENIS,NADY,,,,,,,2,3
ANNMARIE,,ZBARACKI,,6/29/1973,666159417,Female,AK,7230778,3120,VADLA WAY,,ANCHORAGE,AK,99504,3873,9072001744,2,X,TRUE,1,393,1,,UNKNOWN (SUBJECT FOUND PERSON ,,392,S,,GARAGE,2,,1,DANE,ZBARACKI,,,,,,,,,2,ANNMARIE,ZBARACKI,DANE,ZBARACKI,,,,,,,2,3
DEBORAH,,BELCHER,,2/16/1953,666287106,Female,AK,6716480,13931,VENUS WAY,,ANCHORAGE,AK,99515,3928,9072009827,2,X,TRUE,2,637,1,3,FAMILY OWNED,,637,S,Y,GARAGE,2,,2,CATHERINE,BELCHER,TROY,BELCHER,,,,,,,3,DEBORAH,BELCHER,TROY,BELCHER,CATHERINE,BELCHER,,,,,3,3
LUZ,M,LAVERGNE,,4/1/1971,666670767,Female,AK,7114378,13531,VENUS WAY,,ANCHORAGE,AK,99515,3920,9072237285,2,X,TRUE,2,419,1,6,CURRENT HOMEOWNER,Y,419,W,Y,,0,,2,WILLIAM,LAVERGNE,MONICA,TEUGAY,,,,,,,3,LUZ,LAVERGNE,MONICA,TEUGAY,WILLIAM,LAVERGNE,,,,,3,3
DOUGLAS,L,BATTON,,12/19/1974,666291405,Male,AK,6581651,626,W 21ST AVE,,ANCHORAGE,AK,99503,1848,9072091753,2,X,TRUE,3,375,1,,UNKNOWN (SUBJECT FOUND PERSON ,,375,S,,,0,,3,JAMES,BATTON,KAMICHIA,BATTON,BEN,MUBWARSON,,,,,3,DOUGLAS,BATTON,BEN,MUBWARSON,KAMICHIA,BATTON,,,,,3,4
KIMBERLY,J,JOHNSON,,1/28/1948,666290388,Female,AK,6787491,3006,W 30TH AVE,A,ANCHORAGE,AK,99517,1718,9072234559,2,X,TRUE,10,698,1,,UNKNOWN (SUBJECT FOUND PERSON ,,697,S,,,0,,10,ELISA,BIESMEY,ROY,DEMHELL,FRANK,FAIDFE,TERREISA,GEMA,JEOFF,GEOPAUR,11,KIMBERLY,JOHNSON,BRIANA,HOMHES,FRANK,FAIDFE,TERREISA,GEMA,TAUESE,SOOE,11,14
WAYNE,ANTHONY,BEDIENT,,7/12/1975,666325710,Male,AK,6769366,1812,W 47TH AVE,1,ANCHORAGE,AK,99517,3178,9072293994,2,X,TRUE,3,368,1,,UNKNOWN (SUBJECT FOUND PERSON ,,368,M,,,0,,3,KRISTIN,BEDIENT,XAVIER,BEDIENT,FRIEDA,VENAR,,,,,4,WAYNE,BEDIENT,KRISTIN,BEDIENT,FRIEDA,VENAR,XAVIER,BEDIENT,,,4,5
VICTOR,R,BENNEDICT,,9/7/1964,666505404,Male,AK,6962427,1910,W 47TH AVE,,ANCHORAGE,AK,99517,3163,9072293372,4,X,TRUE,1,498,1,,UNKNOWN (SUBJECT FOUND PERSON ,,498,M,,GARAGE,2,,1,DAVID,BENNEDICT,,,,,,,,,2,VICTOR,BENNEDICT,DAVID,BENNEDICT,,,,,,,2,2
JEFFREY,K,BERK,,2/18/1977,666252090,Male,AK,6432524,3680,W 84TH AVE,5,ANCHORAGE,AK,99502,5209,9072099155,2,X,TRUE,2,349,1,,UNKNOWN (SUBJECT FOUND PERSON ,,349,M,,,0,,2,MICHAEL,BERK,STANLY,RAGP,,,,,,,4,JEFFREY,BERK,DONNA,BERK,STANLY,RAGP,MICHAEL,BERK,,,5,6
LAURIE,,BESACK,,11/24/1965,666307932,Female,AK,6658349,1776,W 99TH AVE,,ANCHORAGE,AK,99515,4510,9072235399,4,X,TRUE,2,484,1,,UNKNOWN (SUBJECT FOUND PERSON ,,483,S,,CARPORT,1,,2,ANN,BESACK,CORLISS,AUMEDSEN,,,,,,,3,LAURIE,BESACK,ANN,BESACK,CORLISS,AUMEDSEN,,,,,4,5
DEANN,L,BROWN,,11/9/1966,666242400,Female,AK,6792160,1200,W DIMOND BLVD,544,ANCHORAGE,AK,99515,1524,9072009665,2,X,TRUE,2,472,1,3,FAMILY OWNED,,472,M,Y,,0,,2,IAN,BROWN,PHIMMASONE,KRIMFDY,,,,,,,10,DEANN,BROWN,PHIMMASONE,KRIMFDY,IAN,BROWN,DEANN,BROWN,NORMAN,BROWN,4,5
KARRIE,,BODNAR,,12/15/1942,666117585,Female,AK,6413155,1523,W W 12TH AVE,,ANCHORAGE,AK,99501,,9072233164,2,X,TRUE,1,759,1,,DATA INTEGRITY (PUBLIC RECORDS,,759,S,,,0,,1,TAMARA,IDFEM,,,,,,,,,2,KARRIE,BODNAR,TAMARA,IDFEM,,,,,,,2,2
RIAZ,F,VALENZUELA,,1/31/1946,990502626,Male,AK,7927682,2507,W W 29TH AVE,1,ANCHORAGE,AK,99517,1802,9072300824,1,,FALSE,0,726,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JOHN,S,AANAKIEV,,5/13/1950,990502654,Male,AK,7237004,310,W W 33RD AVE,1,ANCHORAGE,AK,99503,4764,9072300218,1,,FALSE,0,666,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
DANILO,P,FAIZUELAH,,6/11/1969,990502336,Male,AK,6716413,3664,W W 88TH AVE,117,ANCHORAGE,AK,99502,5325,9072299664,1,,FALSE,0,426,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
VENITA,,BARKER,,7/5/1936,666463263,Female,AK,6846278,3100,WARD PL,23,ANCHORAGE,AK,99517,1529,9072293170,2,X,TRUE,1,835,1,2,OWNED BY ANOTHER,,836,M,N,,0,,1,ARSENIO,SETIEDA,,,,,,,,,2,VENITA,BARKER,ARSENIO,SETIEDA,,,,,,,2,2
ALFREDO,,BALLAY,,3/10/1962,666203454,Male,AK,6744740,2051,WENMATT CIR,,ANCHORAGE,AK,99517,3148,9072000570,0,X,,0,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
SHIRLEY,,BYERS,,12/18/1942,666426720,Female,AK,7026191,7453,WHITE HAWK DR,,ANCHORAGE,AK,99507,4808,9072279456,2,X,TRUE,10,759,1,3,FAMILY OWNED,,759,M,Y,,0,,10,BERTHA,BYERS,BRADLEY,BYERS,CAROL,BYERS,JOYCE,BYERS,KATHERINE,BYERS,23,SHIRLEY,BYERS,LENORA,BYERS,MYRNA,BYERS,BRADLEY,BYERS,MARYBELLE,BYERS,13,16
KRISTEN,H,SPAULDING,,6/14/1948,666555615,Female,AK,6466447,801,WILDROSE CT,,ANCHORAGE,AK,99518,2262,9072234739,2,X,TRUE,2,693,1,5,PROBABLE PROP OWNER EVER,,693,M,N,,0,,2,SANDRA,SPAULDING,ANDREA,MAARAR,,,,,,,3,KRISTEN,SPAULDING,ANDREA,MAARAR,SANDRA,SPAULDING,,,,,3,4
WILLIAM,,WILLIAMS,,5/10/1966,666269061,Male,AK,7086036,4041,WINCHESTER LOOP,,ANCHORAGE,AK,99507,3993,9072294716,2,X,TRUE,1,478,1,6,CURRENT HOMEOWNER,,478,W,Y,GARAGE,4,,1,CHERYL,WILLIAMS,,,,,,,,,2,WILLIAM,WILLIAMS,CHERYL,WILLIAMS,,,,,,,2,4
DONALD,JOE,KANDRIS,,4/26/1970,666035280,Male,AK,5495831,,1ST ROAD HOUSING,,ANIAK,AK,99557,,9072091115,2,X,TRUE,0,431,1,,DATA INTEGRITY (PUBLIC RECORDS,,430,M,,,0,,0,,,,,,,,,,,12,DONALD,KANDRIS,ZAVEN,KANDRIS,BRIAN,LIPNAISTER,FREDERICK,LADTART,ANETTE,VAMRIN,12,12
JONATHAN,,WHEELER,,5/3/1966,666133170,Male,AK,6401055,,PO BOX 210413,,AUKE BAY,AK,99821,413,9072231585,2,X,,0,478,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,3,JONATHAN,WHEELER,VIRGINIA,EGRSIN,DONALD,WHEELER,,,,,3,3
MAX,B,CEREWECHE,,10/18/1976,666588711,Male,AK,6949445,,PO BOX 210982,,AUKE BAY,AK,99821,982,9072239706,2,X,,0,353,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,MAX,CEREWECHE,WANDA,CEREWECHE,MICHELLE,CEREWECHE,,,,,4,6
HENNIE,M,BIUS,,8/3/1929,666270249,Female,AK,7004250,,PO BOX 152,,BARROW,AK,99723,152,9072096479,2,X,,0,919,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,M,,,0,,0,,,,,,,,,,,3,HENNIE,BIUS,JOEY,REGEYAR,SOLYRA,BIUS,,,,,3,4
KASSANDRA,B,DEEGAN,,10/1/1967,666424959,Female,AK,6352884,,PO BOX 520191,,BIG LAKE,AK,99652,191,9072233174,2,X,,0,461,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,2,KASSANDRA,DEEGAN,MANDY,DEEGAN,,,,,,,2,3
GERALD,R,ROYLANE,,3/16/1972,666705210,Male,AK,6708967,,PO BOX 521427,,BIG LAKE,AK,99652,1427,9072095125,2,X,,0,408,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,4,GERALD,ROYLANE,JACQUELYM,HAEFEN,GERALD,ROYLANE,JACQUELYM,HAEFEN,,,3,3
WILLIAM,J,BRUHN,,10/11/1965,666378000,Male,AK,5466171,,PO BOX 115,,CANTWELL,AK,99729,115,9072294373,2,X,,0,485,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,S,,,0,,0,,,,,,,,,,,3,WILLIAM,BRUHN,GARY,BRUHN,STACEY,BRUHN,,,,,3,3
CAROL,A,BRUNNER,,1/7/1955,666236361,Female,AK,6401897,18110,BENDING BIRCH DR,,CHUGIAK,AK,99567,6817,9072005348,2,X,TRUE,1,614,1,,UNKNOWN (SUBJECT FOUND PERSON ,,614,W,,,0,,1,STEPHEN,GAMUAAR,,,,,,,,,2,CAROL,BRUNNER,STEPHEN,GAMUAAR,,,,,,,3,3
MICHAEL,H,JOHNSON,,1/20/1950,666287625,Male,AK,551977,22329,DEER PARK DR,,CHUGIAK,AK,99567,5330,9072270458,2,X,TRUE,1,674,1,,UNKNOWN (SUBJECT FOUND PERSON ,,674,S,,,0,,1,DEBORAH,JOHNSON,,,,,,,,,2,MICHAEL,JOHNSON,DEBORAH,JOHNSON,,,,,,,2,3
PAUL,J,HOLTE,,1/6/1946,990502832,Male,AK,5954960,21119,FROSTY DR,,CHUGIAK,AK,99567,6216,9072300767,1,,TRUE,0,726,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
PATRICIA,,GONZALEZ GARCIA,,4/14/1935,990501930,Female,AK,7844849,22744,NORTHWOODS DR,,CHUGIAK,AK,99567,5458,9072300749,1,,TRUE,0,846,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
EDWARD,,HOLLEY,,11/20/1962,666221763,Male,AK,7195642,,PO BOX 670728,,CHUGIAK,AK,99567,728,9072092348,2,X,,1,520,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,1,ERIC,IGAMUCK,,,,,,,,,3,EDWARD,HOLLEY,ALDORA,HOLLEY,ERIC,IGAMUCK,,,,,3,3
EARL,DEC,BUCHALTER,,1/1/1955,666305808,Male,AK,6791633,,PO BOX 671758,,CHUGIAK,AK,99567,1758,9072092056,2,X,,0,614,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,EARL,BUCHALTER,EDWARD,TIGS,BRIAN,BUCHALTER,,,,,3,4
WILLIAM,F,BARKER,,11/6/1966,666068880,Male,AK,6882228,,PO BOX 672497,,CHUGIAK,AK,99567,2497,9072294264,2,X,,0,472,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,WILLIAM,BARKER,JAMES,BARKER,MILLY,SPQMA,,,,,3,3
